episode,scenario_idx,scenario_sos,scenario_cost,action_mode,reward,steps,done,terminated,truncated,dead_end,makespan,done_ops,epsilon,loss,replay_size
24,0,14,7433,op,-0.18500000000000008,111,True,False,False,True,900.0,111,0.9752977125970467,0.00045909956679679453,2860
25,0,14,7433,op,-0.1630000000000001,114,True,False,False,True,893.0,114,0.9743224148844496,0.0005209430819377303,2974
26,0,14,7433,op,0.65733398771286,120,True,True,False,False,809.0,120,0.9733480924695651,0.0006958036683499813,3094
27,0,14,7433,op,-0.2363333333333334,104,True,False,False,True,886.0,104,0.9723747443770956,0.0007438197499141097,3198
28,0,14,7433,op,0.6498692212104796,120,True,True,False,False,836.0,120,0.9714023696327185,0.0015227922704070807,3318
29,0,14,7433,op,-0.24366666666666675,103,True,False,False,True,895.0,103,0.9704309672630859,0.000767403282225132,3421
30,0,14,7433,op,-0.12633333333333344,119,True,False,False,True,884.0,119,0.9694605362958227,0.0006446067709475756,3540
31,0,14,7433,op,-0.2656666666666667,100,True,False,False,True,891.0,100,0.9684910757595269,0.0003920065355487168,3640
32,0,14,7433,op,-0.12633333333333344,119,True,False,False,True,894.0,119,0.9675225846837673,0.0004890220006927848,3759
33,0,14,7433,op,-0.14833333333333343,116,True,False,False,True,900.0,116,0.9665550620990835,0.0005808511050418019,3875
34,0,14,7433,op,-0.15566666666666676,115,True,False,False,True,898.0,115,0.9655885070369844,0.00048110890202224255,3990
35,0,14,7433,op,-0.1923333333333334,110,True,False,False,True,896.0,110,0.9646229185299474,0.001163972308859229,4100
36,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,880.0,117,0.9636582956114175,0.0005649623926728964,4217
37,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,894.0,117,0.9626946373158061,0.0005379017675295472,4334
38,0,14,7433,op,-0.15566666666666676,115,True,False,False,True,887.0,115,0.9617319426784903,0.00041228465852327645,4449
39,0,14,7433,op,-0.20700000000000007,108,True,False,False,True,898.0,108,0.9607702107358118,0.0005733750876970589,4557
40,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,887.0,117,0.959809440525076,0.0005200474988669157,4674
41,0,14,7433,op,-0.13366666666666677,118,True,False,False,True,887.0,118,0.9588496310845509,0.0005320680793374777,4792
42,0,14,7433,op,-0.14833333333333343,116,True,False,False,True,885.0,116,0.9578907814534664,0.0007997485809028149,4908
43,0,14,7433,op,-0.18500000000000008,111,True,False,False,True,899.0,111,0.9569328906720129,0.00045345889520831406,5019
44,0,14,7433,op,-0.13366666666666677,118,True,False,False,True,895.0,118,0.9559759577813409,0.00046368897892534733,5137
45,0,14,7433,op,-0.20700000000000007,108,True,False,False,True,896.0,108,0.9550199818235596,0.0007143575930967927,5245
46,0,14,7433,op,0.6412986097335814,120,True,True,False,False,867.0,120,0.9540649618417361,0.000691888271830976,5365
47,0,14,7433,op,-0.17766666666666675,112,True,False,False,True,898.0,112,0.9531108968798944,0.0006311631295830011,5477
48,0,14,7433,op,0.65733398771286,120,True,True,False,False,809.0,120,0.9521577859830145,0.0008188425563275814,5597
49,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,898.0,117,0.9512056281970315,0.0005766652757301927,5714
50,0,14,7433,op,0.6349397478103637,120,True,True,False,False,890.0,120,0.9502544225688344,0.0030904379673302174,5834
51,0,14,7433,op,-0.20700000000000007,108,True,False,False,True,889.0,108,0.9493041681462656,0.0008819823851808906,5942
52,0,14,7433,op,-0.17766666666666675,112,True,False,False,True,894.0,112,0.9483548639781193,0.0014460026286542416,6054
53,0,14,7433,op,-0.17766666666666675,112,True,False,False,True,895.0,112,0.9474065091141411,0.0007586784777231514,6166
