episode,scenario_idx,scenario_sos,scenario_cost,action_mode,reward,steps,done,terminated,truncated,dead_end,makespan,done_ops,epsilon,loss,replay_size
64,1,14,7943,op,-10.250487685203552,97,True,False,True,True,898.0,97,0.2689644738326056,0.9523983001708984,6172
65,6,14,6088,op,-10.240451648831367,64,True,False,True,True,894.0,64,0.26358518435595346,1.1652946472167969,6236
66,14,14,6843,op,-10.230045512318611,84,True,False,True,True,807.0,84,0.25831348066883436,1.4493809938430786,6320
67,14,14,6843,op,-10.23289604485035,86,True,False,True,True,817.0,86,0.2531472110554577,1.0707716941833496,6406
68,2,14,7100,op,-10.243770271539688,97,True,False,True,True,900.0,97,0.24808426683434853,0.7978841662406921,6503
69,14,14,6843,op,-10.228905364871025,80,True,False,True,True,803.0,80,0.24312258149766156,1.224953532218933,6583
70,0,14,7433,op,-10.248825460672379,94,True,False,True,True,900.0,94,0.2382601298677083,0.5771293640136719,6677
71,4,14,7438,op,-10.248328015208244,77,True,False,True,True,891.0,77,0.23349492727035415,1.4497650861740112,6754
72,5,14,7410,op,-10.251189097762108,88,True,False,True,True,898.0,88,0.22882502872494706,1.0146410465240479,6842
73,12,14,7548,op,-10.249169811606407,95,True,False,True,True,900.0,95,0.22424852815044813,1.362774133682251,6937
74,0,14,7433,op,-10.246336936950684,92,True,False,True,True,891.0,92,0.21976355758743915,0.3872441351413727,7029
75,11,14,3658,op,-10.248201847076416,93,True,False,True,True,897.0,93,0.21536828643569036,0.4611828923225403,7122
76,11,14,3658,op,-10.246818333864212,92,True,False,True,True,892.0,92,0.21106092070697655,0.23847822844982147,7214
77,4,14,7438,op,-10.25055718421936,88,True,False,True,True,899.0,88,0.20683970229283702,0.22372391819953918,7302
78,4,14,7438,op,-10.24972128868103,75,True,False,True,True,896.0,75,0.20270290824698028,0.2445499151945114,7377
79,6,14,6088,op,-10.242065623402596,79,True,False,True,True,900.0,79,0.19864885008204067,0.30052265524864197,7456
